backend-1  | {"@timestamp":"2026-05-30T19:31:54.85213101-03:00","@version":"1","message":"events_skipped_duplicate device_id=5333cf90-e1ae-48bc-ad61-e9e6588c861b rec_no=24 user_id=1 create_time=null door=0","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.901219177-03:00","@version":"1","message":"intelbras_event_person_resolved deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b userId=1 resolvedType=EMPLOYEE resolvedName=Arruda foundInDatabase=true","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasPersonResolver","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.902171968-03:00","@version":"1","message":"events_skipped_duplicate device_id=5333cf90-e1ae-48bc-ad61-e9e6588c861b rec_no=30 user_id=1 create_time=null door=0","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.909429677-03:00","@version":"1","message":"intelbras_event_person_resolved deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b userId=1 resolvedType=EMPLOYEE resolvedName=Arruda foundInDatabase=true","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasPersonResolver","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.910457677-03:00","@version":"1","message":"events_skipped_duplicate device_id=5333cf90-e1ae-48bc-ad61-e9e6588c861b rec_no=31 user_id=1 create_time=null door=0","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.916155885-03:00","@version":"1","message":"intelbras_cgi_http_response method=GET host=192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=29&CardNo=8327688243&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434 digest=true status=400 response_headers={connection=[close], content-length=[73], content-type=[text/plain;charset=utf-8]} response_body={\"code\":268632078,\"message\":\"Component error: getting instance failed!\"}\n","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.916173552-03:00","@version":"1","message":"intelbras_response method=GET host=192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=29&CardNo=8327688243&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434 digest=true status=400 response_body={\"code\":268632078,\"message\":\"Component error: getting instance failed!\"}\n","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.916177885-03:00","@version":"1","message":"SYNC_DEVICE_RESPONSE ip=192.168.50.102 endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=29&CardNo=8327688243&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434 http_status=400 body={\"code\":268632078,\"message\":\"Component error: getting instance failed!\"}\n","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.916186218-03:00","@version":"1","message":"intelbras_device_rejected_payload host=192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=29&CardNo=8327688243&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434 status=400 response_body={\"code\":268632078,\"message\":\"Component error: getting instance failed!\"}\n","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"WARN","level_value":30000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.91621826-03:00","@version":"1","message":"CARD_SYNC_RESPONSE variant=minimal_without_card_status method=GET host=192.168.*.* user_id=83276882434 card_no=8327688243 accepted=false error=Intelbras CGI request failed for host 192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=29&CardNo=8327688243&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434 status=400 body={\"code\":268632078,\"message\":\"Component error: getting instance failed!\"}\n.","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"WARN","level_value":30000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.916260593-03:00","@version":"1","message":"intelbras_device_rejected_payload host=192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=29&CardNo=8327688243&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434 variant=minimal_without_card_status method=GET payload={action=update, name=AccessControlCard, recno=29, CardNo=8327688243, CardName=CRISTIAN FERNANDES LEITE MACHADO, UserID=83276882434} error=Intelbras CGI request failed for host 192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=29&CardNo=8327688243&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434 status=400 body={\"code\":268632078,\"message\":\"Component error: getting instance failed!\"}\n.","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"WARN","level_value":30000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.916323635-03:00","@version":"1","message":"intelbras_real_sync_person_failed device_id=490e7675-b510-4885-bd4c-2622f2261947 host=192.168.*.* person_type=GUEST person_id=0c29d103-6b6c-4520-84eb-f2b696d85dd3 error=Intelbras CGI request failed for host 192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=29&CardNo=8327688243&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434 status=400 body={\"code\":268632078,\"message\":\"Component error: getting instance failed!\"}\n.","logger_name":"br.com.sport.accesscontrol.integration.intelbras.provider.IntelbrasRealProvider","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"WARN","level_value":30000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.91634051-03:00","@version":"1","message":"SYNC_DEVICE_FAILED device_id=490e7675-b510-4885-bd4c-2622f2261947 name=Portaria ip=192.168.50.102 area=Portaria endpoint=sync_person person_type=GUEST person_id=0c29d103-6b6c-4520-84eb-f2b696d85dd3 exception=IntelbrasIntegrationException error=Intelbras CGI request failed for host 192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=29&CardNo=8327688243&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434 status=400 body={\"code\":268632078,\"message\":\"Component error: getting instance failed!\"}\n.","logger_name":"br.com.sport.accesscontrol.integration.intelbras.provider.IntelbrasRealProvider","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"WARN","level_value":30000,"stack_trace":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasIntegrationException: Intelbras CGI request failed for host 192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=29&CardNo=8327688243&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434 status=400 body={\"code\":268632078,\"message\":\"Component error: getting instance failed!\"}\n.\n\tat br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient.ensureSuccess(IntelbrasCgiClient.java:611)\n\tat br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient.exchangeText(IntelbrasCgiClient.java:488)\n\tat br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient.getText(IntelbrasCgiClient.java:454)\n\tat br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient.executeAccessUserPayloads(IntelbrasCgiClient.java:782)\n\tat br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient.upsertAccessUser(IntelbrasCgiClient.java:112)\n\tat br.com.sport.accesscontrol.integration.intelbras.provider.IntelbrasRealProvider.syncPerson(IntelbrasRealProvider.java:164)\n\tat br.com.sport.accesscontrol.integration.sync.IntelbrasSyncWorker.syncGuest(IntelbrasSyncWorker.java:266)\n\tat br.com.sport.accesscontrol.integration.sync.IntelbrasSyncWorker.process(IntelbrasSyncWorker.java:120)\n\tat br.com.sport.accesscontrol.integration.sync.IntelbrasSyncWorker.consume(IntelbrasSyncWorker.java:104)\n\tat java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(Unknown Source)\n\tat java.base/java.lang.reflect.Method.invoke(Unknown Source)\n\tat org.springframework.messaging.handler.invocation.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:169)\n\tat org.springframework.amqp.rabbit.listener.adapter.KotlinAwareInvocableHandlerMethod.doInvoke(KotlinAwareInvocableHandlerMethod.java:45)\n\tat org.springframework.messaging.handler.invocation.InvocableHandlerMethod.invoke(InvocableHandlerMethod.java:119)\n\tat org.springframework.amqp.rabbit.listener.adapter.HandlerAdapter.invoke(HandlerAdapter.java:75)\n\tat org.springframework.amqp.rabbit.listener.adapter.MessagingMessageListenerAdapter.invokeHandler(MessagingMessageListenerAdapter.java:278)\n\tat org.springframework.amqp.rabbit.listener.adapter.MessagingMessageListenerAdapter.invokeHandlerAndProcessResult(MessagingMessageListenerAdapter.java:225)\n\tat org.springframework.amqp.rabbit.listener.adapter.MessagingMessageListenerAdapter.onMessage(MessagingMessageListenerAdapter.java:149)\n\tat org.springframework.amqp.rabbit.listener.AbstractMessageListenerContainer.doInvokeListener(AbstractMessageListenerContainer.java:1682)\n\tat org.springframework.amqp.rabbit.listener.AbstractMessageListenerContainer.actualInvokeListener(AbstractMessageListenerContainer.java:1604)\n\tat org.springframework.amqp.rabbit.listener.AbstractMessageListenerContainer.invokeListener(AbstractMessageListenerContainer.java:1592)\n\tat org.springframework.amqp.rabbit.listener.AbstractMessageListenerContainer.doExecuteListener(AbstractMessageListenerContainer.java:1583)\n\tat org.springframework.amqp.rabbit.listener.AbstractMessageListenerContainer.executeListenerAndHandleException(AbstractMessageListenerContainer.java:1528)\n\tat org.springframework.amqp.rabbit.listener.AbstractMessageListenerContainer.lambda$executeListener$8(AbstractMessageListenerContainer.java:1506)\n\tat io.micrometer.observation.Observation.observe(Observation.java:499)\n\tat org.springframework.amqp.rabbit.listener.AbstractMessageListenerContainer.executeListener(AbstractMessageListenerContainer.java:1506)\n\tat org.springframework.amqp.rabbit.listener.SimpleMessageListenerContainer.doReceiveAndExecute(SimpleMessageListenerContainer.java:1082)\n\tat org.springframework.amqp.rabbit.listener.SimpleMessageListenerContainer.receiveAndExecute(SimpleMessageListenerContainer.java:1018)\n\tat org.springframework.amqp.rabbit.listener.SimpleMessageListenerContainer$AsyncMessageProcessingConsumer.mainLoop(SimpleMessageListenerContainer.java:1421)\n\tat org.springframework.amqp.rabbit.listener.SimpleMessageListenerContainer$AsyncMessageProcessingConsumer.run(SimpleMessageListenerContainer.java:1322)\n\tat java.base/java.lang.Thread.run(Unknown Source)\n","application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.916429927-03:00","@version":"1","message":"intelbras_sync_device_failed device_id=490e7675-b510-4885-bd4c-2622f2261947 host=192.168.*.* person_type=GUEST person_id=0c29d103-6b6c-4520-84eb-f2b696d85dd3 error=Intelbras CGI request failed for host 192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=29&CardNo=8327688243&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434 status=400 body={\"code\":268632078,\"message\":\"Component error: getting instance failed!\"}\n.","logger_name":"br.com.sport.accesscontrol.integration.intelbras.provider.IntelbrasRealProvider","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"WARN","level_value":30000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.916442385-03:00","@version":"1","message":"CARDNO_DERIVED_FROM_DOCUMENT user_id=83276882434 card_no=8327688243","logger_name":"br.com.sport.accesscontrol.integration.intelbras.provider.IntelbrasRealProvider","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.916445843-03:00","@version":"1","message":"IDENTITY_RESOLVED person_type=GUEST person_id=0c29d103-6b6c-4520-84eb-f2b696d85dd3 user_id=83276882434 card_no=8327688243 card_source=DOCUMENT_DERIVED","logger_name":"br.com.sport.accesscontrol.integration.intelbras.provider.IntelbrasRealProvider","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.916454218-03:00","@version":"1","message":"PERSON_SYNC_MODE=CARD_AND_FACE device_id=8518fac4-a404-4030-9b38-cb50f283ba4f person_type=GUEST person_id=0c29d103-6b6c-4520-84eb-f2b696d85dd3 user_id=83276882434 has_physical_card=false has_card_no=true has_face=true","logger_name":"br.com.sport.accesscontrol.integration.intelbras.provider.IntelbrasRealProvider","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.916458135-03:00","@version":"1","message":"SYNC_DEVICE_ATTEMPT guest_id=0c29d103-6b6c-4520-84eb-f2b696d85dd3 cpf=83276882434 device_id=8518fac4-a404-4030-9b38-cb50f283ba4f device_name=Portaria device_ip=192.168.50.101 area=Portaria mode=CARD_AND_FACE","logger_name":"br.com.sport.accesscontrol.integration.intelbras.provider.IntelbrasRealProvider","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.916464843-03:00","@version":"1","message":"intelbras_identity_strategy strategy=document user_id=83276882434 card_no=8327688243 person_type=GUEST person_id=0c29d103-6b6c-4520-84eb-f2b696d85dd3 document_present=true","logger_name":"br.com.sport.accesscontrol.integration.intelbras.provider.IntelbrasRealProvider","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.916469385-03:00","@version":"1","message":"intelbras_real_sync_person_start protocol=CGI device_id=8518fac4-a404-4030-9b38-cb50f283ba4f host=192.168.*.* person_type=GUEST person_id=0c29d103-6b6c-4520-84eb-f2b696d85dd3 user_id=83276882434 card_no=8327688243 photo_base64_bytes=59288","logger_name":"br.com.sport.accesscontrol.integration.intelbras.provider.IntelbrasRealProvider","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.916486593-03:00","@version":"1","message":"intelbras_real_sync_person_validity device_id=8518fac4-a404-4030-9b38-cb50f283ba4f person_type=GUEST person_id=0c29d103-6b6c-4520-84eb-f2b696d85dd3 user_id=83276882434 valid_from=2026-05-30T15:00 valid_until=2026-05-31T04:00 timezone=America/Recife","logger_name":"br.com.sport.accesscontrol.integration.intelbras.provider.IntelbrasRealProvider","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.91649751-03:00","@version":"1","message":"CARD_SYNC_PREPARED person_type=GUEST person_id=0c29d103-6b6c-4520-84eb-f2b696d85dd3 user_id=83276882434 card_no_sent=8327688243 has_physical_card=false card_no_source=DOCUMENT_DERIVED device_name=Portaria host=192.168.*.*","logger_name":"br.com.sport.accesscontrol.integration.intelbras.provider.IntelbrasRealProvider","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.916500635-03:00","@version":"1","message":"SYNC_DEVICE_ATTEMPT device_id=8518fac4-a404-4030-9b38-cb50f283ba4f name=Portaria ip=192.168.50.101 area=Portaria endpoint=/cgi-bin/recordUpdater.cgi person_type=GUEST person_id=0c29d103-6b6c-4520-84eb-f2b696d85dd3 user_id=83276882434","logger_name":"br.com.sport.accesscontrol.integration.intelbras.provider.IntelbrasRealProvider","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.916503802-03:00","@version":"1","message":"intelbras_sync_device_attempt device_id=8518fac4-a404-4030-9b38-cb50f283ba4f host=192.168.*.* person_type=GUEST person_id=0c29d103-6b6c-4520-84eb-f2b696d85dd3 user_id=83276882434","logger_name":"br.com.sport.accesscontrol.integration.intelbras.provider.IntelbrasRealProvider","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.916522218-03:00","@version":"1","message":"intelbras_cgi_http_request method=GET host=192.168.*.* endpoint=/cgi-bin/recordFinder.cgi?action=find&name=AccessControlCard&condition.UserID=83276882434 digest=false request_headers={} request_body=","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.916531635-03:00","@version":"1","message":"intelbras_request method=GET host=192.168.*.* final_url=http://192.168.50.101/cgi-bin/recordFinder.cgi?action=find&name=AccessControlCard&condition.UserID=83276882434 query_params={action=find, name=AccessControlCard, condition.UserID=83276882434} digest=false encoding=UTF-8 payload=","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.919788968-03:00","@version":"1","message":"intelbras_event_person_resolved deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b userId=1 resolvedType=EMPLOYEE resolvedName=Arruda foundInDatabase=true","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasPersonResolver","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.92078226-03:00","@version":"1","message":"events_skipped_duplicate device_id=5333cf90-e1ae-48bc-ad61-e9e6588c861b rec_no=32 user_id=1 create_time=null door=0","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.92802576-03:00","@version":"1","message":"intelbras_event_person_resolved deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b userId=1 resolvedType=EMPLOYEE resolvedName=Arruda foundInDatabase=true","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasPersonResolver","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.928952218-03:00","@version":"1","message":"events_skipped_duplicate device_id=5333cf90-e1ae-48bc-ad61-e9e6588c861b rec_no=33 user_id=1 create_time=null door=0","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.936092802-03:00","@version":"1","message":"intelbras_event_person_resolved deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b userId=1 resolvedType=EMPLOYEE resolvedName=Arruda foundInDatabase=true","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasPersonResolver","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.937024052-03:00","@version":"1","message":"events_skipped_duplicate device_id=5333cf90-e1ae-48bc-ad61-e9e6588c861b rec_no=34 user_id=1 create_time=null door=0","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.938438968-03:00","@version":"1","message":"intelbras_event_person_resolved deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b userId=null resolvedType=UNKNOWN resolvedName=Usuário não identificado foundInDatabase=false","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasPersonResolver","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.938450468-03:00","@version":"1","message":"event_unresolved_person deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b rawUserId= rawCardNo= rawCardName=","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.939390468-03:00","@version":"1","message":"events_skipped_duplicate device_id=5333cf90-e1ae-48bc-ad61-e9e6588c861b rec_no=35 user_id= create_time=null door=0","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:54.940762968-03:00","@version":"1","message":"intelbras_event_person_resolved deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b userId=null resolvedType=UNKNOWN resolvedName=Usuário não identificado foundInDatabase=false","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasPersonResolver","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
